id,y,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity
14405,5021,200,10,50,19.04,20588,1,2,-10,16,0.29
14406,2710,200,10,50,19.04,19637,0,2,-10,17.8,0.36
14407,3262,200,10,50,19.03,22563,1,3,-10,14.9,0.67
14408,3198,200,10,50,19.03,32000,0,0,-10,17.8,0.53
14409,2245,200,10,50,19.33,16033,1,4,-10,15.8,0.5
14410,4222,200,11,70,13.04,12000,2,1,-20,22.7,0.71
14411,3827,200,11,70,13.03,15589,0,1,-20,23.8,0.64
14412,7118,200,11,70,13.04,15454,2,4,-20,22.9,0.51
14413,12595,200,11,70,13.06,40000,0,0,-30,18.1,0.77
14414,3520,200,11,70,14.03,15576,2,1,-20,17.8,0.82
14415,12154,200,11,70,15.04,20396,0,0,-20,21.6,0.41
14416,2112,200,11,70,15.03,10202,1,2,-40,16.5,0.93
14417,10070,200,11,70,16.04,17000,1,1,-20,23.1,0.41
14418,3466,200,11,70,16.04,25250,1,0,-20,23.8,0.47
14419,7139,200,11,70,16.03,20000,2,1,-40,20.6,0.74
14420,6114,200,11,70,17.04,49970,0,2,-20,21.6,0.63
14421,7002,200,12,70,13.04,21292,2,2,-40,17.3,0.79
14422,6403,200,12,70,13.04,20588,1,0,-20,22.5,0.64
14423,7637,200,12,70,13.03,22563,1,1,-20,18.4,0.78
14424,5775,200,12,70,13.04,32000,0,2,-10,23.5,0.61
14425,3260,200,12,70,16.04,15135,0,2,-20,18.3,0.91
14426,2803,200,12,70,16.03,15454,0,1,-40,17.9,0.88
14427,2551,200,12,70,16.03,16033,1,0,-20,16.1,0.84
14428,5272,200,12,70,16.04,19637,1,0,-10,22.3,0.51
14429,8114,200,12,70,18.34,15100,1,1,-20,18.6,0.88
14430,3021,200,12,70,19.04,10328,0,1,-20,18.5,0.88
14431,5232,200,12,70,19.05,20000,0,1,-20,19.2,0.58
14432,9563,200,13,70,13.04,17000,0,3,-20,19.9,0.43
14433,2101,200,13,70,13.04,25250,1,1,-20,19.2,0.58
14434,4027,200,13,70,13.04,19637,1,1,-10,23.3,0.33
14435,8085,200,13,70,14.04,40000,3,0,-10,25.4,0.23
14436,10967,200,13,70,16.03,18500,1,0,-10,18.4,0.61
14437,8323,200,13,70,16.03,20396,1,1,-20,14.8,0.56
14438,9534,200,13,70,16.03,20000,0,1,-10,22.8,0.39
14439,7102,200,13,70,18.34,21292,1,0,-20,13.6,0.61
14440,4170,200,13,70,19.04,12000,0,2,-20,14.8,0.87
14441,3702,200,13,70,19.03,10202,1,2,-10,20.1,0.47
14442,3718,200,13,40,19.3,15589,2,0,-20,18.2,0.7
14443,3724,200,14,60,14.04,15576,2,2,-10,19.8,0.31
14444,4024,200,14,70,13.04,15135,1,2,-10,23.1,0.3
14445,3515,200,14,70,13.03,49970,0,1,-10,21.7,0.22
14446,6173,200,14,70,13.04,10328,1,6,-10,24.1,0.35
14447,5259,200,14,70,13.04,15454,3,0,-10,19.7,0.26
14448,4040,200,14,70,13.03,22563,1,1,-20,24.7,0.31
14449,6111,200,14,70,16.04,15100,1,1,-20,18.3,0.55
14450,5881,200,14,70,16.05,20588,2,1,-10,23.1,0.26
14451,2501,200,14,70,16.03,16033,2,1,-10,18.9,0.44
14452,4182,200,14,70,16.04,32000,0,0,-20,23.7,0.52
14453,5088,200,14,70,19.04,20000,0,1,-10,18.9,0.46
14454,8070,200,15,70,13.04,21292,2,1,-10,27.1,0.3
14455,4303,200,15,70,13.04,12000,0,2,-10,23.9,0.52
14456,13062,200,15,70,13.04,20396,0,2,-10,23.7,0.37
14457,2978,200,15,70,13.05,25250,0,1,-10,24,0.49
14458,3933,200,15,70,13.04,19637,3,0,-20,20.6,0.59
14459,3491,200,15,70,13.03,10202,1,5,-10,24.3,0.52
14460,8739,200,15,70,14.04,17000,2,0,-20,23.9,0.28
14461,3933,200,15,70,16.03,15589,1,1,-10,22.9,0.59
14462,10584,200,15,70,16.03,18500,4,0,-20,22.8,0.39
14463,11088,200,15,70,16.04,20000,1,2,-20,22,0.52
14464,7253,200,15,70,16.06,40000,2,1,-30,20.3,0.52
14465,6540,200,16,60,13.04,20588,1,0,-10,26.6,0.28
14466,5074,200,16,70,13.04,15135,0,0,-10,26.3,0.35
14467,5016,200,16,70,13.03,16033,2,5,-10,26.1,0.43
14468,4090,200,16,70,13.03,22563,1,1,-10,27.1,0.26
14469,10747,200,16,70,13.05,40000,0,2,-10,25.7,0.45
14470,4473,200,16,70,16.03,15589,3,2,-10,20.8,0.68
14471,3642,200,16,70,16.04,10328,0,0,-10,22.8,0.46
14472,5862,200,16,70,16.04,15100,0,0,-10,22,0.64
14473,3248,200,16,70,16.03,32000,2,1,-10,28.7,0.28
14474,6151,200,16,70,19.05,20000,0,3,-10,22.5,0.52
14475,3910,200,16,70,19.04,15576,0,1,-10,19.3,0.65
14476,2960,200,17,50,19.04,19637,1,0,-10,21.2,0.72
14477,4413,200,17,60,13.04,12000,3,1,-20,23.4,0.47
14478,3452,200,17,60,13.06,25250,1,1,-10,22.5,0.69
14479,2677,200,17,60,13.03,10202,3,2,-20,25.1,0.62
14480,12341,200,17,60,14.03,20396,1,1,-10,24.7,0.36
14481,2616,200,17,60,15.04,15135,1,0,-10,25.7,0.43
14482,6703,200,17,60,16.04,21292,5,1,-10,23.2,0.49
14483,10377,200,17,60,16.03,18500,0,1,-10,22.3,0.48
14484,5509,200,17,60,16.04,15454,2,0,-20,22.6,0.61
14485,9045,200,17,60,16.03,20000,1,1,-20,24.4,0.6
14486,3670,200,17,60,17.03,49970,3,1,-20,22.6,0.63
14487,3127,200,18,40,19.03,32000,2,1,-20,22.6,0.7
14488,1901,200,18,60,13.04,15589,0,1,-40,18.7,0.89
14489,2060,200,18,60,13.04,10328,0,2,-40,19.1,0.91
14490,8741,200,18,60,13.03,22563,1,0,-20,25.8,0.66
14491,11642,200,18,60,14.05,20588,2,2,-20,21.9,0.84
14492,8019,200,18,60,14.05,40000,2,0,-10,24.9,0.55
14493,5148,200,18,60,16.04,15100,1,0,-40,19.4,0.87
14494,10773,200,18,60,16.03,17000,0,2,-20,22.5,0.61
14495,4858,200,18,60,16.04,19637,1,2,-20,23.7,0.72
14496,3205,200,18,60,19.04,20000,1,1,-20,21.5,0.79
14497,3508,200,18,60,19.04,16033,0,2,-40,19.1,0.9
14498,5737,200,19,30,19.04,21292,1,2,-10,15.8,0.68
14499,2241,200,19,30,19.04,12000,1,3,-20,15,0.84
14500,1333,200,19,30,19.04,15135,0,0,-20,19.4,0.7
14501,7309,200,19,30,19.03,18500,3,1,-20,17.6,0.59
14502,3187,200,19,30,19.03,54224,4,1,-10,17.1,0.64
14503,2639,200,19,30,19.03,15454,0,1,-20,18,0.56
14504,7111,200,19,30,19.03,20396,2,2,-20,19.9,0.68
14505,2344,200,19,30,19.04,25250,0,1,-20,22.3,0.76
14506,5916,200,19,30,19.03,20000,2,1,-10,23.5,0.68
14507,2875,200,19,30,19.04,15576,2,1,-10,23.3,0.67
14508,2391,200,19,30,19.03,10202,1,1,-10,21.5,0.79
14509,5041,200,20,70,18.03,15589,3,4,-10,25.3,0.53
14510,6933,200,20,70,18.05,49970,2,1,-10,27.1,0.71
14511,3225,200,20,70,18.04,10328,0,0,-10,25.6,0.73
14512,9562,200,20,70,18.04,17000,4,1,-10,27.3,0.7
14513,2712,200,20,70,18.03,16033,0,1,-10,22.3,0.72
14514,3509,200,20,70,18.03,22563,0,0,-20,23.9,0.71
14515,6459,200,20,70,18.04,40000,1,0,-20,24.1,0.7
14516,5265,200,20,70,18.34,15100,2,0,-20,25.1,0.75
14517,7526,200,20,70,18.34,19637,3,0,-20,24.9,0.74
14518,7628,200,20,70,19.04,20588,0,1,-20,25.1,0.67
14519,4572,200,20,70,19.03,32000,2,2,-20,23.1,0.83
14520,2701,200,21,70,18.04,12000,3,1,-20,18.5,0.85
14521,8436,200,21,70,18.03,15454,1,1,-20,21.8,0.7
14522,9048,200,21,70,18.03,20396,0,2,-20,22.5,0.57
14523,3750,200,21,70,18.06,25250,0,2,-20,20.6,0.82
14524,3670,200,21,70,18.05,20000,1,0,-20,24.8,0.63
14525,7623,200,21,70,18.03,20000,1,1,-20,23.6,0.75
14526,2129,200,21,70,18.03,10202,0,2,-40,21.3,0.89
14527,9628,200,21,70,19.04,21292,1,0,-10,18.8,0.71
14528,9549,200,21,70,19.03,18500,1,1,-20,20.9,0.64
14529,3653,200,21,70,19.04,15576,3,1,-40,20.8,0.94
14530,1894,200,21,70,19.35,15135,1,2,-20,20.8,0.67
14531,3770,200,22,70,18.03,15589,1,0,-40,22,0.85
14532,3128,200,22,70,18.03,49970,2,0,-40,19.8,0.85
14533,3261,200,22,70,18.04,10328,0,4,-40,19.1,0.88
14534,7630,200,22,70,18.03,17000,0,0,-20,22.2,0.84
14535,2313,200,22,70,18.03,16033,1,2,-20,23.6,0.78
14536,3487,200,22,70,18.03,22563,1,0,-40,23.8,0.88
14537,6878,200,22,70,18.05,40000,1,1,-30,24.6,0.88
14538,6693,200,22,70,18.34,15100,1,1,-40,20.3,0.85
14539,4132,200,22,70,18.34,19637,0,0,-10,25.3,0.9
14540,4930,200,22,70,19.04,20588,1,1,-20,24.1,0.9
14541,4326,200,22,70,19.03,32000,1,0,-40,23.8,0.87
14542,4263,200,23,70,18.04,12000,1,1,-10,19.8,0.85
14543,10092,200,23,70,18.03,20396,3,2,-20,22.6,0.71
14544,2478,200,23,70,18.03,16033,0,2,-20,22.8,0.77
14545,12618,200,23,70,18.03,20000,0,1,-10,26.6,0.52
14546,4525,200,23,70,18.04,10328,0,1,-10,23.1,0.73
14547,5061,200,23,70,18.03,22563,1,3,-10,23.9,0.67
14548,2389,200,23,70,18.03,10202,2,0,-10,23.1,0.74
14549,8657,200,23,70,19.03,18500,3,2,-10,21.6,0.77
14550,4023,200,23,70,19.04,20000,0,2,-10,25,0.65
14551,2208,200,23,70,19.34,15135,0,2,-20,22.4,0.82
14552,2835,200,23,70,19.34,25250,1,1,-20,22.2,0.84
14553,4368,200,24,70,18.04,15589,1,0,-10,28.8,0.78
14554,4151,200,24,70,18.04,49970,1,0,-10,28.5,0.71
14555,8547,200,24,70,18.05,15454,0,1,-10,26.8,0.71
14556,14150,200,24,70,18.03,17000,2,1,-10,28.9,0.63
14557,2894,200,24,70,18.03,10202,0,1,-10,30.6,0.69
14558,10137,200,24,70,18.05,40000,1,4,-10,28.6,0.79
14559,11275,200,24,70,19.04,21292,3,1,-40,24.9,0.91
14560,6313,200,24,70,19.04,20000,2,2,-20,27.6,0.84
14561,9457,200,24,70,19.04,20000,0,0,-10,28.2,0.81
14562,3180,200,24,70,19.04,15576,1,1,-10,29.4,0.66
14563,7620,200,24,70,19.05,32000,0,1,-10,29.5,0.76
14564,3224,200,25,70,18.04,12000,4,2,-20,20.2,0.86
14565,4160,200,25,70,18.04,49970,2,0,-20,22.3,0.82
14566,9687,200,25,70,18.03,15454,3,1,-20,22.4,0.73
14567,8954,200,25,70,18.03,20396,3,0,-20,22.4,0.86
14568,3044,200,25,70,18.04,25250,1,2,-20,25.1,0.9
14569,8871,200,25,70,18.05,40000,2,2,-10,27,0.77
14570,8271,200,25,70,18.34,15100,0,0,-20,23.3,0.77
14571,5021,200,25,70,18.34,19637,1,1,-10,26.5,0.83
14572,6868,200,25,70,19.04,15135,1,1,-20,21.8,0.8
14573,11508,200,25,70,19.03,18500,0,1,-20,22.8,0.76
14574,5434,200,25,70,19.04,20588,2,1,-10,27.1,0.78
14575,4977,200,26,70,18.03,15589,1,0,-10,29.1,0.76
14576,2822,200,26,70,18.04,10328,1,2,-10,28.6,0.74
14577,12105,200,26,70,18.03,17000,3,1,-10,29.6,0.68
14578,4177,200,26,70,18.04,25250,0,0,-20,30,0.77
14579,5125,200,26,70,18.03,16033,1,0,-10,28.7,0.77
14580,3502,200,26,70,18.04,15576,1,2,-20,29.3,0.67
14581,6037,200,26,70,18.03,22563,0,3,-10,29.6,0.73
14582,6334,200,26,70,18.34,15100,1,0,-10,26.9,0.82
14583,11132,200,26,70,19.05,21292,1,1,-10,28.6,0.78
14584,7970,200,26,70,19.03,20000,0,1,-10,30.6,0.69
14585,6940,200,26,70,19.05,32000,0,3,-20,28.7,0.79
14586,4213,200,27,70,18.04,12000,2,2,-10,28.5,0.78
14587,3504,200,27,70,18.04,49970,1,0,-10,28.4,0.75
14588,7616,200,27,70,18.03,15454,1,0,-10,27.8,0.69
14589,10642,200,27,70,18.05,20396,1,1,-10,28.8,0.64
14590,8492,200,27,70,18.04,20000,0,3,-20,28.8,0.76
14591,2384,200,27,70,18.03,10202,1,1,-10,29.3,0.72
14592,4101,200,27,70,18.34,19637,0,4,-20,27.6,0.74
14593,3622,200,27,70,19.04,15135,1,2,-10,29.9,0.59
14594,8607,200,27,70,19.03,18500,0,0,-10,28.1,0.71
14595,5041,200,27,70,19.05,20588,3,1,-10,29.9,0.62
14596,7306,200,27,70,19.03,20000,2,0,-10,29.1,0.69
14597,4824,200,28,70,18.04,49970,0,1,-10,27.2,0.8
14598,11342,200,28,70,18.03,17000,1,0,-20,28.8,0.61
14599,6549,200,28,70,18.04,25250,1,2,-20,28.8,0.77
14600,7009,200,28,70,18.03,22563,1,3,-20,28.4,0.8
14601,8941,200,28,70,18.05,40000,0,1,-30,27,0.89
14602,10240,200,28,70,19.04,21292,0,1,-10,26.9,0.77
14603,2272,200,28,70,19.04,15400,1,1,-10,27.9,0.72
14604,9071,200,28,70,19.03,18500,0,1,-10,27.3,0.71
14605,6629,200,28,70,19.03,16033,0,2,-40,26.5,0.84
14606,6612,200,28,70,19.04,15576,1,2,-20,27.2,0.87
14607,4526,200,28,70,19.04,32000,3,0,-20,27.8,0.84
14608,4868,200,29,70,18.03,15589,0,0,-10,26.9,0.78
14609,2853,200,29,70,18.04,10328,1,0,-10,26.8,0.78
14610,11142,200,29,70,18.03,20396,0,0,-10,27,0.68
14611,3263,200,29,70,18.03,16033,2,1,-10,30,0.55
14612,7637,200,29,70,18.03,10202,4,2,-10,30.2,0.65
14613,9370,200,29,70,18.34,15100,1,1,-10,27.3,0.75
14614,2434,200,29,70,19.04,3560,1,2,-10,27.7,0.7
14615,10464,200,29,70,19.04,20588,2,1,-10,28.4,0.71
14616,3457,200,29,70,19.04,15576,1,2,-10,27.1,0.68
14617,3034,200,29,70,19.34,25250,1,1,-20,27.1,0.88
14618,3975,200,29,70,19.04,12000,2,1,-10,25.6,0.8
14619,3932,200,30,30,18.05,20000,0,0,-10,28.2,0.68
14620,2820,200,30,30,19.03,15589,1,0,-10,28.8,0.64
14621,2592,200,30,30,19.04,10328,0,0,-10,27.8,0.7
14622,3752,200,30,30,19.03,15454,2,1,-10,27.1,0.71
14623,10092,200,30,30,19.04,17000,0,0,-10,28.1,0.65
14624,6741,200,30,30,19.04,20588,0,1,-20,29.6,0.66
14625,8172,200,30,30,19.04,20000,1,1,-10,29.5,0.75
14626,3158,200,30,30,19.04,19637,0,0,-10,27.6,0.78
14627,3282,200,30,30,20,22563,3,2,-40,24.8,0.89
14628,3809,200,30,30,19.04,32000,1,1,-20,28.4,0.69
14629,7007,200,30,30,19.05,40000,2,1,-20,27.2,0.78
14630,3088,200,31,70,18.04,7258,0,2,-10,30.3,0.55
14631,11875,200,31,70,18.03,17000,2,1,-10,29.6,0.51
14632,2842,200,31,70,18.03,16033,0,3,-10,29,0.69
14633,3109,200,31,70,18.04,15576,0,0,-10,28.9,0.52
14634,7129,200,31,70,18.34,15100,2,1,-10,28.1,0.75
14635,6514,200,31,70,19.04,21292,3,1,-10,27.1,0.8
14636,7811,200,31,70,19.03,18500,3,0,-10,27.8,0.73
14637,9237,200,31,70,19.03,20000,0,0,-10,29.8,0.6
14638,6576,200,31,70,19.03,22563,2,2,-10,29.4,0.54
14639,10530,200,31,70,19.06,32000,3,0,-10,28.8,0.58
14640,2844,200,31,70,19.04,15400,1,0,-10,29.1,0.6
14641,3263,200,32,70,18.04,12000,2,0,-20,24.8,0.85
14642,2170,200,32,70,18.04,10328,2,2,-40,22.1,0.93
14643,5758,200,32,70,18.3,15454,1,3,-40,24.6,0.79
14644,11634,200,32,70,18.03,20396,0,2,-10,24.3,0.74
14645,3543,200,32,70,18.04,25250,1,0,-20,26.2,0.76
14646,4794,200,32,70,18.03,10202,2,0,-20,26.8,0.82
14647,23617,200,32,70,18.05,40000,1,2,-20,26.4,0.73
14648,4207,200,32,70,18.34,19637,2,2,-10,27.3,0.83
14649,7194,200,32,70,19.03,18500,2,1,-40,24.9,0.82
14650,4849,200,32,70,19.05,20000,1,0,-10,27.6,0.75
14651,6248,200,32,70,19.04,20588,1,2,-10,27.7,0.61
14652,2321,200,33,50,19.04,12000,2,0,-10,25.7,0.86
14653,2633,200,33,50,19.04,15589,1,1,-10,25.8,0.8
14654,2875,200,33,50,19.04,7258,1,1,-10,28,0.55
14655,6346,200,33,50,19.04,15100,2,0,-10,26.9,0.75
14656,9045,200,33,50,19.03,17000,1,0,-10,26.3,0.53
14657,7207,200,33,50,19.03,20396,3,0,-10,23.8,0.69
14658,3161,200,33,50,19.04,25250,2,0,-20,27.6,0.64
14659,2617,200,33,50,19.33,16033,2,1,-10,27.4,0.66
14660,3015,200,33,50,19.04,15576,0,1,-20,24.6,0.85
14661,2853,200,33,50,19.03,10202,2,1,-20,25.4,0.89
14662,6534,200,33,50,19.05,40000,2,0,-30,25.6,0.83
14663,7513,200,34,70,14.04,21292,1,2,-10,32.1,0.51
14664,2949,200,34,70,19.34,15135,0,1,-20,26.3,0.79
14665,7845,200,34,70,13.03,18500,0,3,-10,30.4,0.51
14666,3893,200,34,70,15.04,20010,3,0,-10,28.6,0.65
14667,7048,200,34,70,13.04,15454,1,1,-10,32.9,0.49
14668,10241,200,34,70,16.04,17000,1,1,-20,26.9,0.64
14669,1791,200,34,70,19.04,3560,1,0,-40,26,0.85
14670,7155,200,34,70,14.03,20000,3,1,-20,29.3,0.73
14671,1933,200,34,70,18.34,19637,1,2,-40,26.1,0.82
14672,3092,200,34,70,19.03,22563,1,1,-20,24.3,0.76
14673,9645,200,34,70,16.05,32000,2,1,-20,25.2,0.76
14674,2257,200,35,70,16.04,15135,3,1,-40,19.1,0.9
14675,8514,200,35,70,16.03,18500,2,2,-40,19.7,0.87
14676,1860,200,35,70,18.04,10328,3,2,-40,18.5,0.87
14677,5173,200,35,70,14.04,21000,1,0,-40,17.5,0.92
14678,6466,200,35,70,13.04,20396,7,1,-40,16.6,0.87
14679,3016,200,35,70,19.04,3560,3,2,-10,21.4,0.66
14680,7478,200,35,70,19.04,20588,4,1,-10,20.4,0.78
14681,3769,200,35,70,19.04,15576,1,0,-10,19.3,0.83
14682,3254,200,35,70,13.03,10202,2,3,-10,24.8,0.66
14683,8152,200,35,70,15.04,32000,3,1,-10,26.1,0.53
14684,9027,200,35,70,13.04,40000,0,1,-10,25,0.48
14685,6945,200,36,70,16.04,21292,1,1,-10,24.4,0.71
14686,6023,200,36,70,13.05,12000,3,1,-10,28.6,0.66
14687,5156,200,36,70,13.03,15589,1,2,-10,30.6,0.59
14688,2859,200,36,70,14.06,10328,1,3,-10,26.6,0.68
14689,2619,200,36,70,18.04,25250,1,1,-40,20.8,0.88
14690,1363,200,36,70,13.03,16033,2,0,-40,20,0.8
14691,2792,200,36,70,16.04,15576,2,2,-20,20.9,0.78
14692,10902,200,36,70,15.03,22563,1,1,-20,21.5,0.76
14693,3986,200,36,10,19.04,15100,1,2,-10,25,0.67
14694,6061,200,36,40,19.03,20396,1,0,-40,10.7,0.84
14695,2372,200,36,40,19.04,19637,2,4,-10,16.8,0.64
14696,3946,200,37,60,14.03,10000,2,1,-20,23.1,0.57
14697,6541,200,37,70,18.04,21292,0,2,-10,15.1,0.8
14698,3403,200,37,70,19.04,12000,1,1,-20,19,0.86
14699,4055,200,37,70,13.03,15589,1,2,-20,21.5,0.72
14700,8381,200,37,70,16.03,18500,2,0,-10,19.4,0.66
14701,8645,200,37,70,16.04,49970,1,1,-10,20.9,0.5
14702,5938,200,37,70,16.04,15100,0,0,-10,20.3,0.66
14703,10741,200,37,70,14.04,17000,3,2,-20,22.4,0.5
14704,4434,200,37,70,13.04,25250,2,1,-20,19.4,0.84
14705,3292,200,37,70,13.03,10202,0,1,-10,24.2,0.59
14706,10138,200,37,70,13.05,40000,1,2,-10,23.9,0.41
14707,3320,200,38,70,13.04,15135,0,0,-10,21.6,0.48
14708,11966,200,38,70,16.03,18500,1,2,-20,18.4,0.66
14709,5543,200,38,70,13.04,15454,1,2,-40,15.8,0.92
14710,16643,200,38,70,15.04,17000,2,2,-20,21.6,0.38
14711,9361,200,38,70,16.03,20396,1,1,-20,17.6,0.56
14712,2797,200,38,70,19.04,3560,0,0,-20,20.1,0.58
14713,9046,200,38,70,16.04,20588,0,1,-20,22.4,0.47
14714,8798,200,38,70,13.03,20000,2,0,-20,21.8,0.44
14715,3865,200,38,70,19.04,15576,0,0,-20,17.1,0.58
14716,3721,200,38,70,19.03,22563,1,1,-10,17.6,0.8
14717,7127,200,38,70,18.04,32000,2,1,-20,20.4,0.61
14718,5408,200,39,70,13.04,21292,1,0,-10,18.4,0.55
14719,1887,200,39,70,19.04,15135,1,0,-10,18.5,0.49
14720,5264,200,39,70,16.04,49970,4,1,-10,21.8,0.36
14721,2883,200,39,70,16.04,10328,2,4,-10,19.3,0.57
14722,10918,200,39,70,16.04,15100,1,1,-10,21.5,0.42
14723,10751,200,39,70,16.03,20396,2,1,-10,16.8,0.52
14724,10275,200,39,70,13.05,20588,3,1,-10,26.3,0.36
14725,3564,200,39,70,19.03,16033,1,0,-10,15.6,0.79
14726,3173,200,39,70,18.04,19637,3,0,-10,19.4,0.57
14727,6144,200,39,70,13.03,22563,2,3,-10,24.5,0.41
14728,6585,200,39,70,13.05,15000,0,1,-10,27.4,0.4
14729,7143,200,40,70,13.04,21292,0,2,-40,14.9,0.86
14730,3034,200,40,70,13.04,12000,0,0,-40,18.4,0.76
14731,3840,200,40,70,19.03,15589,3,2,-40,15.1,0.93
14732,2618,200,40,70,13.04,10328,1,0,-20,15.4,0.78
14733,4899,200,40,70,18.05,15454,3,0,-40,14.1,0.95
14734,3205,200,40,70,16.04,25250,0,2,-40,16.8,0.85
14735,3120,200,40,70,16.03,16033,0,1,-10,19.1,0.67
14736,4152,200,40,70,15.04,19637,2,1,-10,22.9,0.67
14737,3380,200,40,70,19.04,15576,0,0,-20,19.4,0.54
14738,3916,200,40,70,16.03,10202,2,0,-10,20.1,0.55
14739,10617,200,40,70,13.05,40000,1,0,-10,24,0.48
14740,6920,200,41,70,13.04,12000,1,1,-10,20.1,0.3
14741,14487,200,41,70,16.03,18500,2,0,-10,15.4,0.31
14742,13093,200,41,70,16.04,49970,0,1,-10,16.1,0.32
14743,10674,200,41,70,16.04,15100,1,0,-10,14.1,0.65
14744,13050,200,41,70,13.04,17000,2,0,-10,17.7,0.22
14745,11119,200,41,70,15.05,20000,0,0,-10,17.3,0.44
14746,10640,200,41,70,13.04,20000,2,1,-20,17.5,0.39
14747,6491,200,41,70,16.04,15576,3,1,-20,14.4,0.57
14748,9376,200,41,70,16.03,22563,0,2,-40,15.8,0.86
14749,4116,200,41,70,13.03,10202,1,0,-20,17.1,0.63
14750,17028,200,41,70,13.05,40000,3,0,-20,17.7,0.57
14751,7780,200,42,70,13.04,21292,0,2,-20,13.4,0.65
14752,4510,200,42,70,13.03,15589,1,2,-20,15.9,0.63
14753,5765,200,42,70,13.05,15135,0,1,-20,13,0.6
14754,7139,200,42,70,13.05,10328,0,3,-20,15,0.66
14755,8034,200,42,70,13.03,15454,3,2,-20,14,0.52
14756,12956,200,42,70,13.04,20396,0,0,-20,7.3,0.85
14757,5254,200,42,70,13.04,25250,3,1,-20,15.5,0.71
14758,12296,200,42,70,13.04,20588,0,0,-40,15.9,0.86
14759,4069,200,42,70,13.03,16033,2,1,-20,19.3,0.71
14760,3461,200,42,70,13.04,19637,0,3,-40,17,0.81
14761,9688,200,42,70,13.04,32000,0,1,-20,20.8,0.7
14836,16353,100,1,60,14.06,19694,1,1,-10,4.9,0.42
14837,24298,100,1,60,14.04,72327,4,2,-10,12.3,0.23
14838,21748,100,1,60,14.04,40000,1,1,-10,7.2,0.39
14839,15051,100,1,60,14.05,47816,1,0,-20,6.6,0.43
14840,27911,100,1,60,14.06,50000,1,2,-20,5.2,0.73
14841,12728,100,1,60,14.04,24490,1,1,-10,13.6,0.27
14842,11330,100,1,60,16.03,15600,2,2,-10,8.3,0.12
14843,17055,100,1,60,19.04,40000,1,2,-20,6,0.51
14844,13785,100,1,70,13.04,18500,3,1,-20,9.9,0.27
14845,28118,100,2,60,13.04,42300,1,2,-10,9.6,0.36
14846,19981,100,2,60,14.05,40728,3,2,-10,21.1,0.33
14847,26256,100,2,60,14.04,49970,3,0,-10,22.1,0.22
14848,12116,100,2,60,14.05,17000,1,2,-10,25.3,0.12
14849,16487,100,2,60,14.03,20281,0,5,-10,22.6,0.28
14850,21657,100,2,60,15.04,54224,1,1,-10,21.4,0.24
14851,10773,100,2,60,15.03,15165,0,1,-10,21.7,0.22
14852,52293,100,2,60,16.05,63700,1,0,-10,21.6,0.24
14853,11439,100,2,60,19.04,15100,1,1,-10,18.4,0.3
14854,13232,100,3,60,14.04,19694,2,1,-10,14.9,0.32
14855,19195,100,3,60,14.03,72327,2,1,-10,17.5,0.25
14856,8716,100,3,60,14.04,24490,5,4,-10,19,0.35
14857,16510,100,3,60,14.05,40000,2,2,-10,16.2,0.31
14858,10485,100,3,60,15.03,15600,1,1,-10,20.8,0.2
14859,13702,100,3,60,15.04,47816,1,0,-10,13.8,0.36
14860,9453,100,3,60,16.04,15100,1,1,-10,15.9,0.42
14861,11230,100,3,60,19.04,17000,0,1,-10,14.6,0.12
14862,16029,100,3,70,13.06,50000,0,0,-20,14.9,0.47
14863,13137,100,4,60,13.04,20281,0,4,-20,15.1,0.55
14864,13721,100,4,60,13.04,47816,1,1,-10,16.1,0.26
14865,8741,100,4,60,14.04,15165,3,3,-10,15.8,0.67
14866,11492,100,4,60,15.03,15600,3,1,-20,9.6,0.64
14867,9144,100,4,60,15.04,18500,3,1,-20,8.6,0.67
14868,14108,100,4,60,15.03,26530,1,1,-20,9.7,0.56
14869,10706,100,4,60,15.03,20000,2,0,-10,17.2,0.24
14870,29095,100,4,60,16.03,42300,0,2,-10,6.3,0.35
14871,23698,100,4,60,19.04,72327,3,2,-20,9.6,0.63
14872,12883,100,5,60,14.04,19694,0,1,-20,13.8,0.71
14873,13859,100,5,60,14.03,49970,0,1,-20,18,0.58
14874,10554,100,5,60,14.04,50000,1,3,-40,15.8,0.9
14875,6707,100,5,60,14.04,24490,0,1,-40,18.2,0.78
14876,7913,100,5,60,14.04,40000,0,1,-30,15.6,0.81
14877,10837,100,5,60,15.04,40728,1,0,-20,18.8,0.6
14878,8180,100,5,60,17.03,18500,3,3,-40,15.5,0.96
14879,7347,100,5,60,17.04,15100,1,1,-40,16.4,0.9
14880,23295,100,5,60,19.04,63700,2,1,-40,15.6,0.95
14881,10569,100,6,60,13.04,17000,3,1,-10,16.8,0.26
14882,13655,100,6,60,14.04,19694,2,1,-10,11.7,0.41
14883,27204,100,6,60,14.03,72327,2,1,-10,16.5,0.37
14884,13159,100,6,60,14.03,40000,2,0,-10,14.8,0.33
14885,10571,100,6,60,14.04,40000,2,3,-10,18,0.28
14886,15113,100,6,60,17.04,20281,1,0,-10,13.2,0.55
14887,13384,100,6,60,19.04,47816,1,2,-10,13.3,0.31
14888,13164,100,6,70,13.05,50000,2,0,-20,19.6,0.57
14889,36477,100,6,70,15.05,63700,2,0,-20,20.2,0.35
14890,14739,100,7,60,13.03,26530,4,2,-20,12.8,0.46
