,stage,match,gameday,time,stadium,home_score,away_score,weather,temperature,humidity,y
452,200,14,17,1303,49970,0,1,600,21.7,0.22,35150
453,200,14,17,1304,10328,1,6,600,24.1,0.35,61730
454,200,14,17,1304,15454,3,0,600,19.7,0.26,52590
455,200,14,17,1303,22563,1,1,700,24.7,0.31,40400
456,200,14,17,1604,15100,1,1,700,18.3,0.55,61110
457,200,14,17,1605,20588,2,1,600,23.1,0.26,58810
458,200,14,17,1603,16033,2,1,600,18.9,0.44,25010
459,200,14,17,1604,32000,0,0,700,23.7,0.52,41820
460,200,14,17,1904,20000,0,1,600,18.9,0.46,50880
461,200,15,17,1304,21292,2,1,600,27.1,0.3,80700
462,200,15,17,1304,12000,0,2,600,23.9,0.52,43030
463,200,15,17,1304,20396,0,2,600,23.7,0.37,13062
464,200,15,17,1305,25250,0,1,600,24,0.49,29780
465,200,15,17,1304,19637,3,0,700,20.6,0.59,39330
466,200,15,17,1303,10202,1,5,600,24.3,0.52,34910
467,200,15,17,1404,17000,2,0,700,23.9,0.28,87390
468,200,15,17,1603,15589,1,1,600,22.9,0.59,39330
469,200,15,17,1603,18500,4,0,700,22.8,0.39,10584
470,200,15,17,1604,20000,1,2,700,22,0.52,11088
471,200,15,17,1606,40000,2,1,600,20.3,0.52,72530
472,200,16,16,1304,20588,1,0,600,26.6,0.28,65400
473,200,16,17,1304,15135,0,0,600,26.3,0.35,50740
474,200,16,17,1303,16033,2,5,600,26.1,0.43,50160
475,200,16,17,1303,22563,1,1,600,27.1,0.26,40900
476,200,16,17,1305,40000,0,2,600,25.7,0.45,10747
477,200,16,17,1603,15589,3,2,600,20.8,0.68,44730
478,200,16,17,1604,10328,0,0,600,22.8,0.46,36420
479,200,16,17,1604,15100,0,0,600,22,0.64,58620
480,200,16,17,1603,32000,2,1,600,28.7,0.28,32480
481,200,16,17,1905,20000,0,3,600,22.5,0.52,61510
482,200,16,17,1904,15576,0,1,600,19.3,0.65,39100
483,200,17,15,1904,19637,1,0,600,21.2,0.72,29600
484,200,17,16,1304,12000,3,1,700,23.4,0.47,44130
485,200,17,16,1306,25250,1,1,600,22.5,0.69,34520
486,200,17,16,1303,10202,3,2,700,25.1,0.62,26770
487,200,17,16,1403,20396,1,1,600,24.7,0.36,12341
488,200,17,16,1504,15135,1,0,600,25.7,0.43,26160
489,200,17,16,1604,21292,5,1,600,23.2,0.49,67030
490,200,17,16,1603,18500,0,1,600,22.3,0.48,10377
491,200,17,16,1604,15454,2,0,700,22.6,0.61,55090
492,200,17,16,1603,20000,1,1,700,24.4,0.6,90450
493,200,17,16,1703,49970,3,1,700,22.6,0.63,36700
494,200,18,14,1903,32000,2,1,700,22.6,0.7,31270
495,200,18,16,1304,15589,0,1,500,18.7,0.89,19010
496,200,18,16,1304,10328,0,2,500,19.1,0.91,20600
497,200,18,16,1303,22563,1,0,700,25.8,0.66,87410
498,200,18,16,1405,20588,2,2,700,21.9,0.84,11642
499,200,18,16,1405,40000,2,0,600,24.9,0.55,80190
500,200,18,16,1604,15100,1,0,500,19.4,0.87,51480
501,200,18,16,1603,17000,0,2,700,22.5,0.61,10773
502,200,18,16,1604,19637,1,2,700,23.7,0.72,48580
503,200,18,16,1904,20000,1,1,700,21.5,0.79,32050
504,200,18,16,1904,16033,0,2,500,19.1,0.9,35080
505,200,19,13,1904,21292,1,2,600,15.8,0.68,57370
506,200,19,13,1904,12000,1,3,700,15,0.84,22410
507,200,19,13,1904,15135,0,0,700,19.4,0.7,13330
508,200,19,13,1903,18500,3,1,700,17.6,0.59,73090
509,200,19,13,1903,54224,4,1,600,17.1,0.64,31870
510,200,19,13,1903,15454,0,1,700,18,0.56,26390
511,200,19,13,1903,20396,2,2,700,19.9,0.68,71110
512,200,19,13,1904,25250,0,1,700,22.3,0.76,23440
513,200,19,13,1903,20000,2,1,600,23.5,0.68,59160
514,200,19,13,1904,15576,2,1,600,23.3,0.67,28750
515,200,19,13,1903,10202,1,1,600,21.5,0.79,23910
516,200,20,17,1803,15589,3,4,600,25.3,0.53,50410
517,200,20,17,1805,49970,2,1,600,27.1,0.71,69330
518,200,20,17,1804,10328,0,0,600,25.6,0.73,32250
519,200,20,17,1804,17000,4,1,600,27.3,0.7,95620
520,200,20,17,1803,16033,0,1,600,22.3,0.72,27120
521,200,20,17,1803,22563,0,0,700,23.9,0.71,35090
522,200,20,17,1804,40000,1,0,700,24.1,0.7,64590
523,200,20,17,1834,15100,2,0,700,25.1,0.75,52650
524,200,20,17,1834,19637,3,0,700,24.9,0.74,75260
525,200,20,17,1904,20588,0,1,700,25.1,0.67,76280
526,200,20,17,1903,32000,2,2,700,23.1,0.83,45720
527,200,21,17,1804,12000,3,1,700,18.5,0.85,27010
528,200,21,17,1803,15454,1,1,700,21.8,0.7,84360
529,200,21,17,1803,20396,0,2,700,22.5,0.57,90480
530,200,21,17,1806,25250,0,2,700,20.6,0.82,37500
531,200,21,17,1805,20000,1,0,700,24.8,0.63,36700
532,200,21,17,1803,20000,1,1,700,23.6,0.75,76230
533,200,21,17,1803,10202,0,2,500,21.3,0.89,21290
534,200,21,17,1904,21292,1,0,600,18.8,0.71,96280
535,200,21,17,1903,18500,1,1,700,20.9,0.64,95490
536,200,21,17,1904,15576,3,1,500,20.8,0.94,36530
537,200,21,17,1935,15135,1,2,700,20.8,0.67,18940
538,200,22,17,1803,15589,1,0,500,22,0.85,37700
539,200,22,17,1803,49970,2,0,500,19.8,0.85,31280
540,200,22,17,1804,10328,0,4,500,19.1,0.88,32610
541,200,22,17,1803,17000,0,0,700,22.2,0.84,76300
542,200,22,17,1803,16033,1,2,700,23.6,0.78,23130
543,200,22,17,1803,22563,1,0,500,23.8,0.88,34870
544,200,22,17,1805,40000,1,1,600,24.6,0.88,68780
545,200,22,17,1834,15100,1,1,500,20.3,0.85,66930
546,200,22,17,1834,19637,0,0,600,25.3,0.9,41320
547,200,22,17,1904,20588,1,1,700,24.1,0.9,49300
548,200,22,17,1903,32000,1,0,500,23.8,0.87,43260
549,200,23,17,1804,12000,1,1,600,19.8,0.85,42630
550,200,23,17,1803,20396,3,2,700,22.6,0.71,10092
551,200,23,17,1803,16033,0,2,700,22.8,0.77,24780
552,200,23,17,1803,20000,0,1,600,26.6,0.52,12618
553,200,23,17,1804,10328,0,1,600,23.1,0.73,45250
554,200,23,17,1803,22563,1,3,600,23.9,0.67,50610
555,200,23,17,1803,10202,2,0,600,23.1,0.74,23890
556,200,23,17,1903,18500,3,2,600,21.6,0.77,86570
557,200,23,17,1904,20000,0,2,600,25,0.65,40230
558,200,23,17,1934,15135,0,2,700,22.4,0.82,22080
559,200,23,17,1934,25250,1,1,700,22.2,0.84,28350
560,200,24,17,1804,15589,1,0,600,28.8,0.78,43680
561,200,24,17,1804,49970,1,0,600,28.5,0.71,41510
562,200,24,17,1805,15454,0,1,600,26.8,0.71,85470
563,200,24,17,1803,17000,2,1,600,28.9,0.63,14150
564,200,24,17,1803,10202,0,1,600,30.6,0.69,28940
565,200,24,17,1805,40000,1,4,600,28.6,0.79,10137
566,200,24,17,1904,21292,3,1,500,24.9,0.91,11275
567,200,24,17,1904,20000,2,2,700,27.6,0.84,63130
568,200,24,17,1904,20000,0,0,600,28.2,0.81,94570
569,200,24,17,1904,15576,1,1,600,29.4,0.66,31800
570,200,24,17,1905,32000,0,1,600,29.5,0.76,76200
571,200,25,17,1804,12000,4,2,700,20.2,0.86,32240
572,200,25,17,1804,49970,2,0,700,22.3,0.82,41600
573,200,25,17,1803,15454,3,1,700,22.4,0.73,96870
574,200,25,17,1803,20396,3,0,700,22.4,0.86,89540
575,200,25,17,1804,25250,1,2,700,25.1,0.9,30440
576,200,25,17,1805,40000,2,2,600,27,0.77,88710
577,200,25,17,1834,15100,0,0,700,23.3,0.77,82710
578,200,25,17,1834,19637,1,1,600,26.5,0.83,50210
579,200,25,17,1904,15135,1,1,700,21.8,0.8,68680
580,200,25,17,1903,18500,0,1,700,22.8,0.76,11508
581,200,25,17,1904,20588,2,1,600,27.1,0.78,54340
582,200,26,17,1803,15589,1,0,600,29.1,0.76,49770
583,200,26,17,1804,10328,1,2,600,28.6,0.74,28220
584,200,26,17,1803,17000,3,1,600,29.6,0.68,12105
585,200,26,17,1804,25250,0,0,700,30,0.77,41770
586,200,26,17,1803,16033,1,0,600,28.7,0.77,51250
587,200,26,17,1804,15576,1,2,700,29.3,0.67,35020
588,200,26,17,1803,22563,0,3,600,29.6,0.73,60370
589,200,26,17,1834,15100,1,0,600,26.9,0.82,63340
590,200,26,17,1905,21292,1,1,600,28.6,0.78,11132
591,200,26,17,1903,20000,0,1,600,30.6,0.69,79700
592,200,26,17,1905,32000,0,3,700,28.7,0.79,69400
593,200,27,17,1804,12000,2,2,600,28.5,0.78,42130
594,200,27,17,1804,49970,1,0,600,28.4,0.75,35040
595,200,27,17,1803,15454,1,0,600,27.8,0.69,76160
596,200,27,17,1805,20396,1,1,600,28.8,0.64,10642
597,200,27,17,1804,20000,0,3,700,28.8,0.76,84920
598,200,27,17,1803,10202,1,1,600,29.3,0.72,23840
599,200,27,17,1834,19637,0,4,700,27.6,0.74,41010
600,200,27,17,1904,15135,1,2,600,29.9,0.59,36220
601,200,27,17,1903,18500,0,0,600,28.1,0.71,86070
602,200,27,17,1905,20588,3,1,600,29.9,0.62,50410
603,200,27,17,1903,20000,2,0,600,29.1,0.69,73060
604,200,28,17,1804,49970,0,1,600,27.2,0.8,48240
605,200,28,17,1803,17000,1,0,700,28.8,0.61,11342
606,200,28,17,1804,25250,1,2,700,28.8,0.77,65490
607,200,28,17,1803,22563,1,3,700,28.4,0.8,70090
608,200,28,17,1805,40000,0,1,600,27,0.89,89410
609,200,28,17,1904,21292,0,1,600,26.9,0.77,10240
610,200,28,17,1904,15400,1,1,600,27.9,0.72,22720
611,200,28,17,1903,18500,0,1,600,27.3,0.71,90710
612,200,28,17,1903,16033,0,2,500,26.5,0.84,66290
613,200,28,17,1904,15576,1,2,700,27.2,0.87,66120
614,200,28,17,1904,32000,3,0,700,27.8,0.84,45260
615,200,29,17,1803,15589,0,0,600,26.9,0.78,48680
616,200,29,17,1804,10328,1,0,600,26.8,0.78,28530
617,200,29,17,1803,20396,0,0,600,27,0.68,11142
618,200,29,17,1803,16033,2,1,600,30,0.55,32630
619,200,29,17,1803,10202,4,2,600,30.2,0.65,76370
620,200,29,17,1834,15100,1,1,600,27.3,0.75,93700
621,200,29,17,1904,3560,1,2,600,27.7,0.7,24340
622,200,29,17,1904,20588,2,1,600,28.4,0.71,10464
623,200,29,17,1904,15576,1,2,600,27.1,0.68,34570
624,200,29,17,1934,25250,1,1,700,27.1,0.88,30340
625,200,29,17,1904,12000,2,1,600,25.6,0.8,39750
626,200,30,13,1805,20000,0,0,600,28.2,0.68,39320
627,200,30,13,1903,15589,1,0,600,28.8,0.64,28200
628,200,30,13,1904,10328,0,0,600,27.8,0.7,25920
629,200,30,13,1903,15454,2,1,600,27.1,0.71,37520
630,200,30,13,1904,17000,0,0,600,28.1,0.65,10092
631,200,30,13,1904,20588,0,1,700,29.6,0.66,67410
632,200,30,13,1904,20000,1,1,600,29.5,0.75,81720
633,200,30,13,1904,19637,0,0,600,27.6,0.78,31580
634,200,30,13,2000,22563,3,2,500,24.8,0.89,32820
635,200,30,13,1904,32000,1,1,700,28.4,0.69,38090
636,200,30,13,1905,40000,2,1,700,27.2,0.78,70070
637,200,31,17,1804,7258,0,2,600,30.3,0.55,30880
638,200,31,17,1803,17000,2,1,600,29.6,0.51,11875
639,200,31,17,1803,16033,0,3,600,29,0.69,28420
640,200,31,17,1804,15576,0,0,600,28.9,0.52,31090
641,200,31,17,1834,15100,2,1,600,28.1,0.75,71290
642,200,31,17,1904,21292,3,1,600,27.1,0.8,65140
643,200,31,17,1903,18500,3,0,600,27.8,0.73,78110
644,200,31,17,1903,20000,0,0,600,29.8,0.6,92370
645,200,31,17,1903,22563,2,2,600,29.4,0.54,65760
646,200,31,17,1906,32000,3,0,600,28.8,0.58,10530
647,200,31,17,1904,15400,1,0,600,29.1,0.6,28440
648,200,32,17,1804,12000,2,0,700,24.8,0.85,32630
649,200,32,17,1804,10328,2,2,500,22.1,0.93,21700
650,200,32,17,1830,15454,1,3,500,24.6,0.79,57580
651,200,32,17,1803,20396,0,2,600,24.3,0.74,11634
652,200,32,17,1804,25250,1,0,700,26.2,0.76,35430
653,200,32,17,1803,10202,2,0,700,26.8,0.82,47940
654,200,32,17,1805,40000,1,2,700,26.4,0.73,23617
655,200,32,17,1834,19637,2,2,600,27.3,0.83,42070
656,200,32,17,1903,18500,2,1,500,24.9,0.82,71940
657,200,32,17,1905,20000,1,0,600,27.6,0.75,48490
658,200,32,17,1904,20588,1,2,600,27.7,0.61,62480
659,200,33,15,1904,12000,2,0,600,25.7,0.86,23210
660,200,33,15,1904,15589,1,1,600,25.8,0.8,26330
661,200,33,15,1904,7258,1,1,600,28,0.55,28750
662,200,33,15,1904,15100,2,0,600,26.9,0.75,63460
663,200,33,15,1903,17000,1,0,600,26.3,0.53,90450
664,200,33,15,1903,20396,3,0,600,23.8,0.69,72070
665,200,33,15,1904,25250,2,0,700,27.6,0.64,31610
666,200,33,15,1933,16033,2,1,600,27.4,0.66,26170
667,200,33,15,1904,15576,0,1,700,24.6,0.85,30150
668,200,33,15,1903,10202,2,1,700,25.4,0.89,28530
669,200,33,15,1905,40000,2,0,600,25.6,0.83,65340
670,200,34,18,1404,21292,1,2,600,32.1,0.51,75130
671,200,34,18,1934,15135,0,1,700,26.3,0.79,29490
672,200,34,18,1303,18500,0,3,600,30.4,0.51,78450
673,200,34,18,1504,20010,3,0,600,28.6,0.65,38930
674,200,34,18,1304,15454,1,1,600,32.9,0.49,70480
675,200,34,18,1604,17000,1,1,700,26.9,0.64,10241
676,200,34,18,1904,3560,1,0,500,26,0.85,17910
677,200,34,18,1403,20000,3,1,700,29.3,0.73,71550
678,200,34,18,1834,19637,1,2,500,26.1,0.82,19330
679,200,34,18,1903,22563,1,1,700,24.3,0.76,30920
680,200,34,18,1605,32000,2,1,700,25.2,0.76,96450
681,200,35,17,1604,15135,3,1,500,19.1,0.9,22570
682,200,35,17,1603,18500,2,2,500,19.7,0.87,85140
683,200,35,17,1804,10328,3,2,500,18.5,0.87,18600
684,200,35,17,1404,21000,1,0,500,17.5,0.92,51730
685,200,35,17,1304,20396,7,1,500,16.6,0.87,64660
686,200,35,17,1904,3560,3,2,600,21.4,0.66,30160
687,200,35,17,1904,20588,4,1,600,20.4,0.78,74780
688,200,35,17,1904,15576,1,0,600,19.3,0.83,37690
689,200,35,17,1303,10202,2,3,600,24.8,0.66,32540
690,200,35,17,1504,32000,3,1,600,26.1,0.53,81520
691,200,35,17,1304,40000,0,1,600,25,0.48,90270
692,200,36,17,1604,21292,1,1,600,24.4,0.71,69450
693,200,36,17,1305,12000,3,1,600,28.6,0.66,60230
694,200,36,17,1303,15589,1,2,600,30.6,0.59,51560
695,200,36,17,1406,10328,1,3,600,26.6,0.68,28590
696,200,36,17,1804,25250,1,1,500,20.8,0.88,26190
697,200,36,17,1303,16033,2,0,500,20,0.8,13630
698,200,36,17,1604,15576,2,2,700,20.9,0.78,27920
699,200,36,17,1503,22563,1,1,700,21.5,0.76,10902
700,200,36,11,1904,15100,1,2,600,25,0.67,39860
701,200,36,14,1903,20396,1,0,500,10.7,0.84,60610
702,200,36,14,1904,19637,2,4,600,16.8,0.64,23720
703,200,37,16,1403,10000,2,1,700,23.1,0.57,39460
704,200,37,17,1804,21292,0,2,600,15.1,0.8,65410
705,200,37,17,1904,12000,1,1,700,19,0.86,34030
706,200,37,17,1303,15589,1,2,700,21.5,0.72,40550
707,200,37,17,1603,18500,2,0,600,19.4,0.66,83810
708,200,37,17,1604,49970,1,1,600,20.9,0.5,86450
709,200,37,17,1604,15100,0,0,600,20.3,0.66,59380
710,200,37,17,1404,17000,3,2,700,22.4,0.5,10741
711,200,37,17,1304,25250,2,1,700,19.4,0.84,44340
712,200,37,17,1303,10202,0,1,600,24.2,0.59,32920
713,200,37,17,1305,40000,1,2,600,23.9,0.41,10138
714,200,38,17,1304,15135,0,0,600,21.6,0.48,33200
715,200,38,17,1603,18500,1,2,700,18.4,0.66,11966
716,200,38,17,1304,15454,1,2,500,15.8,0.92,55430
717,200,38,17,1504,17000,2,2,700,21.6,0.38,16643
718,200,38,17,1603,20396,1,1,700,17.6,0.56,93610
719,200,38,17,1904,3560,0,0,700,20.1,0.58,27970
720,200,38,17,1604,20588,0,1,700,22.4,0.47,90460
721,200,38,17,1303,20000,2,0,700,21.8,0.44,87980
722,200,38,17,1904,15576,0,0,700,17.1,0.58,38650
723,200,38,17,1903,22563,1,1,600,17.6,0.8,37210
724,200,38,17,1804,32000,2,1,700,20.4,0.61,71270
725,200,39,17,1304,21292,1,0,600,18.4,0.55,54080
726,200,39,17,1904,15135,1,0,600,18.5,0.49,18870
727,200,39,17,1604,49970,4,1,600,21.8,0.36,52640
728,200,39,17,1604,10328,2,4,600,19.3,0.57,28830
729,200,39,17,1604,15100,1,1,600,21.5,0.42,10918
730,200,39,17,1603,20396,2,1,600,16.8,0.52,10751
731,200,39,17,1305,20588,3,1,600,26.3,0.36,10275
732,200,39,17,1903,16033,1,0,600,15.6,0.79,35640
733,200,39,17,1804,19637,3,0,600,19.4,0.57,31730
734,200,39,17,1303,22563,2,3,600,24.5,0.41,61440
735,200,39,17,1305,15000,0,1,600,27.4,0.4,65850
736,200,40,17,1304,21292,0,2,500,14.9,0.86,71430
737,200,40,17,1304,12000,0,0,500,18.4,0.76,30340
738,200,40,17,1903,15589,3,2,500,15.1,0.93,38400
739,200,40,17,1304,10328,1,0,700,15.4,0.78,26180
740,200,40,17,1805,15454,3,0,500,14.1,0.95,48990
741,200,40,17,1604,25250,0,2,500,16.8,0.85,32050
742,200,40,17,1603,16033,0,1,600,19.1,0.67,31200
743,200,40,17,1504,19637,2,1,600,22.9,0.67,41520
744,200,40,17,1904,15576,0,0,700,19.4,0.54,33800
745,200,40,17,1603,10202,2,0,600,20.1,0.55,39160
746,200,40,17,1305,40000,1,0,600,24,0.48,10617
747,200,41,17,1304,12000,1,1,600,20.1,0.3,69200
748,200,41,17,1603,18500,2,0,600,15.4,0.31,14487
749,200,41,17,1604,49970,0,1,600,16.1,0.32,13093
750,200,41,17,1604,15100,1,0,600,14.1,0.65,10674
751,200,41,17,1304,17000,2,0,600,17.7,0.22,13050
752,200,41,17,1505,20000,0,0,600,17.3,0.44,11119
753,200,41,17,1304,20000,2,1,700,17.5,0.39,10640
754,200,41,17,1604,15576,3,1,700,14.4,0.57,64910
755,200,41,17,1603,22563,0,2,500,15.8,0.86,93760
756,200,41,17,1303,10202,1,0,700,17.1,0.63,41160
757,200,41,17,1305,40000,3,0,700,17.7,0.57,17028
758,200,42,17,1304,21292,0,2,700,13.4,0.65,77800
759,200,42,17,1303,15589,1,2,700,15.9,0.63,45100
760,200,42,17,1305,15135,0,1,700,13,0.6,57650
761,200,42,17,1305,10328,0,3,700,15,0.66,71390
762,200,42,17,1303,15454,3,2,700,14,0.52,80340
763,200,42,17,1304,20396,0,0,700,7.3,0.85,12956
764,200,42,17,1304,25250,3,1,700,15.5,0.71,52540
765,200,42,17,1304,20588,0,0,500,15.9,0.86,12296
766,200,42,17,1303,16033,2,1,700,19.3,0.71,40690
767,200,42,17,1304,19637,0,3,500,17,0.81,34610
768,200,42,17,1304,32000,0,1,700,20.8,0.7,96880
769,100,1,16,1406,19694,1,1,600,4.9,0.42,16353
770,100,1,16,1404,72327,4,2,600,12.3,0.23,24298
771,100,1,16,1404,40000,1,1,600,7.2,0.39,21748
772,100,1,16,1405,47816,1,0,700,6.6,0.43,15051
773,100,1,16,1406,50000,1,2,700,5.2,0.73,27911
774,100,1,16,1404,24490,1,1,600,13.6,0.27,12728
775,100,1,16,1603,15600,2,2,600,8.3,0.12,11330
776,100,1,16,1904,40000,1,2,700,6,0.51,17055
777,100,1,17,1304,15349,3,1,700,9.9,0.27,13785
778,100,2,16,1304,42300,1,2,600,9.6,0.36,28118
779,100,2,16,1405,40728,3,2,600,21.1,0.33,19981
780,100,2,16,1404,49970,3,0,600,22.1,0.22,26256
781,100,2,16,1405,17000,1,2,600,25.3,0.12,12116
782,100,2,16,1403,20281,0,5,600,22.6,0.28,16487
783,100,2,16,1504,54224,1,1,600,21.4,0.24,21657
784,100,2,16,1503,15165,0,1,600,21.7,0.22,10773
785,100,2,16,1605,63700,1,0,600,21.6,0.24,52293
786,100,2,16,1904,15100,1,1,600,18.4,0.3,11439
787,100,3,16,1404,19694,2,1,600,14.9,0.32,13232
788,100,3,16,1403,72327,2,1,600,17.5,0.25,19195
789,100,3,16,1404,24490,5,4,600,19,0.35,87160
790,100,3,16,1405,40000,2,2,600,16.2,0.31,16510
791,100,3,16,1503,15600,1,1,600,20.8,0.2,10485
792,100,3,16,1504,47816,1,0,600,13.8,0.36,13702
793,100,3,16,1604,15100,1,1,600,15.9,0.42,94530
794,100,3,16,1904,17000,0,1,600,14.6,0.12,11230
795,100,3,17,1306,50000,0,0,700,14.9,0.47,16029
796,100,4,16,1304,20281,0,4,700,15.1,0.55,13137
797,100,4,16,1304,47816,1,1,600,16.1,0.26,13721
798,100,4,16,1404,15165,3,3,600,15.8,0.67,87410
799,100,4,16,1503,15600,3,1,700,9.6,0.64,11492
800,100,4,16,1504,15349,3,1,700,8.6,0.67,91440
801,100,4,16,1503,26530,1,1,700,9.7,0.56,14108
802,100,4,16,1503,20000,2,0,600,17.2,0.24,10706
803,100,4,16,1603,42300,0,2,600,6.3,0.35,29095
804,100,4,16,1904,72327,3,2,700,9.6,0.63,23698
805,100,5,16,1404,19694,0,1,700,13.8,0.71,12883
806,100,5,16,1403,49970,0,1,700,18,0.58,13859
807,100,5,16,1404,50000,1,3,500,15.8,0.9,10554
808,100,5,16,1404,24490,0,1,500,18.2,0.78,67070
809,100,5,16,1404,40000,0,1,600,15.6,0.81,79130
810,100,5,16,1504,40728,1,0,700,18.8,0.6,10837
811,100,5,16,1703,15349,3,3,500,15.5,0.96,81800
812,100,5,16,1704,15100,1,1,500,16.4,0.9,73470
813,100,5,16,1904,63700,2,1,500,15.6,0.95,23295
814,100,6,16,1304,17000,3,1,600,16.8,0.26,10569
815,100,6,16,1404,19694,2,1,600,11.7,0.41,13655
816,100,6,16,1403,72327,2,1,600,16.5,0.37,27204
817,100,6,16,1403,40000,2,0,600,14.8,0.33,13159
818,100,6,16,1404,40000,2,3,600,18,0.28,10571
819,100,6,16,1704,20281,1,0,600,13.2,0.55,15113
820,100,6,16,1904,47816,1,2,600,13.3,0.31,13384
821,100,6,17,1305,50000,2,0,700,19.6,0.57,13164
822,100,6,17,1505,63700,2,0,700,20.2,0.35,36477
823,100,7,16,1303,26530,4,2,700,12.8,0.46,14739
824,100,7,16,1304,20281,1,1,700,11.6,0.53,10252
825,100,7,16,1404,49970,3,1,700,10.3,0.57,16804
826,100,7,16,1404,24490,0,3,500,11.5,0.7,72870
827,100,7,16,1503,15165,0,2,700,12.8,0.48,83770
828,100,7,16,1604,15600,1,0,500,9.3,0.72,13016
829,100,7,16,1604,15100,2,1,500,8.3,0.81,63010
830,100,7,16,1904,40728,0,0,500,9.6,0.72,98980
831,100,7,16,1904,42300,1,0,500,6.6,0.56,21415
832,100,8,15,1904,15349,0,4,700,12.4,0.69,80860
833,100,8,16,1403,42300,2,3,700,12.3,0.56,23578
834,100,8,16,1404,20000,1,1,600,18.4,0.29,13004
835,100,8,16,1404,19628,0,0,600,19.2,0.29,14037
836,100,8,16,1603,72327,1,1,600,19.4,0.24,24149
837,100,8,16,1604,15165,4,0,600,16.9,0.29,92720
838,100,8,16,1705,63700,0,1,600,15.4,0.29,37945
839,100,8,16,1904,49970,2,0,600,13.2,0.29,26555
840,100,8,17,1604,19694,1,1,600,14.5,0.32,14359
841,100,9,15,1305,40000,0,2,600,21.1,0.38,11334
842,100,9,15,1404,17000,2,1,600,20.5,0.26,14062
843,100,9,15,1504,20281,1,2,600,21.2,0.26,16380
844,100,9,15,1534,72327,1,1,600,17.9,0.46,40034
845,100,9,15,1603,15100,0,3,600,16.6,0.52,10947
846,100,9,15,1804,24490,2,3,600,18.3,0.4,14024
847,100,9,15,1904,26530,2,1,700,17.5,0.47,16292
848,100,9,13,1906,50000,0,0,700,22.8,0.8,10045
849,100,9,13,1934,63700,1,1,700,21.2,0.74,24184
850,100,10,18,1404,42300,1,1,500,17.4,0.58,27720
851,100,10,18,1403,20281,1,2,600,21.4,0.54,16829
852,100,10,18,1503,15600,2,1,600,27.1,0.33,13365
853,100,10,18,1503,49970,2,2,600,24.1,0.3,28565
854,100,10,18,1604,40728,1,0,600,22.6,0.34,16411
855,100,10,18,1604,47816,2,2,600,22.8,0.29,32378
856,100,10,18,1604,40000,2,4,600,22.6,0.29,16760
857,100,10,18,1904,15349,2,1,600,18.6,0.69,13621
858,100,10,18,1903,40000,0,2,600,19.8,0.41,12075
859,100,11,16,1304,50000,1,0,700,21.7,0.54,10708
860,100,11,16,1404,19694,2,1,500,15.6,0.77,14327
861,100,11,16,1404,15165,0,1,500,20.4,0.92,94440
862,100,11,16,1404,24490,1,3,600,22.6,0.43,73760
863,100,11,16,1503,26530,2,2,500,19.1,0.83,12345
864,100,11,16,1504,40000,1,2,600,19.1,0.91,18512
865,100,11,16,1704,15100,3,2,500,17.4,0.87,82480
866,100,11,16,1703,17000,0,2,500,16.2,0.83,77540
867,100,11,16,1903,63700,3,1,500,17.1,0.89,46649
868,100,12,16,1406,40728,3,1,600,22.9,0.36,17161
869,100,12,16,1403,42300,2,3,600,22.4,0.39,25279
870,100,12,16,1403,15165,2,4,600,21.7,0.46,10429
871,100,12,16,1404,50000,5,1,600,23.6,0.43,10550
872,100,12,16,1503,15349,1,3,600,24.1,0.31,11056
873,100,12,16,1604,72327,0,0,600,21.6,0.44,23083
874,100,12,16,1703,15600,2,1,600,20,0.43,10886
875,100,12,16,1905,63700,6,2,600,20.4,0.54,31175
876,100,12,16,1904,49970,2,0,600,16.6,0.56,24003
877,100,13,16,1404,15100,0,2,600,20.8,0.64,10682
878,100,13,16,1404,17000,0,3,600,26.1,0.31,11063
879,100,13,16,1404,20281,2,0,600,22.9,0.65,12642
880,100,13,16,1503,26530,2,1,700,22.4,0.51,16002
881,100,13,16,1504,24490,0,1,600,30.4,0.34,13197
882,100,13,16,1534,40000,1,1,600,26,0.41,11141
883,100,13,16,1705,40728,3,2,600,16.4,0.71,17969
884,100,13,16,1905,19628,2,1,700,23.5,0.54,16362
885,100,13,17,1604,54224,2,6,600,23.3,0.65,34021
886,100,14,16,1805,54224,0,1,600,28.5,0.67,28906
887,100,14,16,1834,49970,0,1,600,28.8,0.67,27852
888,100,14,16,1903,19694,0,0,700,25.3,0.84,13470
889,100,14,16,1904,15600,1,1,600,29.3,0.67,12449
890,100,14,16,1903,26530,4,2,700,27.7,0.73,18447
891,100,14,16,1904,15454,1,1,600,27.1,0.76,12537
892,100,14,16,1903,42300,3,2,500,24.2,0.92,26547
893,100,14,16,1903,15165,2,2,700,25.9,0.92,12206
894,100,14,16,1904,40000,2,1,700,27.4,0.86,17950
895,100,15,13,1904,40728,3,1,700,26.9,0.77,74950
896,100,15,13,1903,15600,2,1,600,30.5,0.65,96440
897,100,15,13,1904,15100,1,2,600,28.1,0.77,73190
898,100,15,13,1904,15165,2,1,600,26.2,0.88,56980
899,100,15,13,1905,19628,2,1,600,30.1,0.65,13272
900,100,15,13,1905,50000,4,2,600,26.6,0.85,10236
901,100,15,13,1904,24490,2,1,600,30.2,0.61,62920
902,100,15,13,1905,40000,0,1,600,27.9,0.68,70670
903,100,15,13,1935,63700,2,2,600,29.4,0.68,25638
